name,st,pop_2010,pop_2000,pop_1990,pop_1980,pop_1970,pop_1960,pop_1950,pop_1940,pop_1930,pop_1920,pop_1910,pop_1900
Bouton,Iowa,129,136,149,139,160,145,159,162,141,187,0,0
Boxholm,Iowa,195,215,214,267,242,250,304,285,280,296,0,0
Boyden,Iowa,707,672,651,708,670,562,541,487,446,419,364,336
Braddyville,Iowa,159,176,219,199,207,176,249,242,267,294,283,236
Bradgate,Iowa,86,101,124,151,130,166,188,261,223,230,175,223
Brandon,Iowa,309,311,320,337,432,322,319,324,308,348,206,0
Brayton,Iowa,128,145,148,170,151,225,239,217,236,244,137,141
Breda,Iowa,483,477,467,502,518,543,506,532,481,419,374,395
Bridgewater,Iowa,182,178,209,233,188,225,296,302,327,343,365,0
Brighton,Iowa,652,687,684,804,632,724,705,791,800,1014,776,807
Bristow,Iowa,160,202,197,252,230,268,313,318,293,299,291,317
Britt,Iowa,2069,2052,2133,2185,2069,2042,1908,1813,1593,1619,1303,1540
Bronson,Iowa,322,269,209,289,193,0,0,0,0,0,0,0
Brooklyn,Iowa,1468,1367,1439,1509,1410,1415,1323,1408,1345,1533,1233,1188
Brunsville,Iowa,151,146,137,140,125,128,112,109,134,111,0,0
Buck Grove,Iowa,43,49,20,84,41,40,67,80,86,91,87,0
Buckeye,Iowa,108,110,105,154,143,190,192,194,219,188,140,0
Buffalo,Iowa,1270,1321,1260,1569,1513,1088,695,588,547,487,456,372
Buffalo Center,Iowa,905,963,1081,1233,1118,1140,1087,911,768,894,753,875
Burlington,Iowa,25663,26839,27208,29529,32366,32430,30613,25832,26755,24057,24324,23201
Burt,Iowa,533,556,575,689,608,620,572,613,580,626,495,504
Bussey,Iowa,422,450,494,579,498,557,633,632,546,585,669,550
Calamus,Iowa,439,394,379,452,396,435,381,384,374,399,276,287
Callender,Iowa,376,424,384,446,421,358,387,377,349,376,321,399
Calmar,Iowa,978,1058,1026,1053,1008,954,937,903,915,1039,849,1003
Calumet,Iowa,170,181,160,212,219,225,250,274,249,266,243,113
Camanche,Iowa,4448,4215,4436,4725,3470,2225,1212,814,728,610,629,713
Cambridge,Iowa,827,819,714,732,661,587,573,608,639,739,696,667
Cantril,Iowa,222,257,262,299,258,299,353,376,370,440,445,356
Carbon,Iowa,34,28,60,110,135,162,282,383,266,254,246,0
Carlisle,Iowa,3876,3497,3241,3073,2246,1317,903,690,663,640,592,553
Carpenter,Iowa,109,130,102,109,122,177,165,156,110,144,121,0
Carroll,Iowa,10103,10106,9579,9705,8716,7682,6231,5389,4691,4254,3546,2882
Carson,Iowa,812,668,705,716,756,583,596,613,617,692,640,632
Carter Lake,Iowa,3785,3248,3200,3438,3268,2287,1183,846,0,0,0,0
Cascade,Iowa,2159,1958,1812,1912,1744,1601,1299,1376,1221,1249,1268,1266
Casey,Iowa,426,478,441,473,561,589,703,709,785,908,735,568
Castalia,Iowa,173,175,177,188,210,216,221,239,200,272,280,0
Castana,Iowa,147,178,159,228,211,230,265,336,334,389,364,355
Cedar Falls,Iowa,39260,36145,34298,36322,29597,21195,14334,9349,7362,6316,5012,5319
Cedar Rapids,Iowa,126326,120758,108751,110243,110642,92035,72296,62120,56097,45566,32811,25656
Center Junction,Iowa,111,131,166,182,172,201,153,204,198,225,199,255
Center Point,Iowa,2421,2007,1693,1591,1456,1236,987,861,812,778,802,674
Centerville,Iowa,5528,5924,5936,6558,6531,6629,7625,8413,8147,8486,6936,5256
Central City,Iowa,1257,1157,1063,1067,1116,1087,965,810,780,688,558,623
Centralia,Iowa,134,101,123,106,105,85,78,57,0,0,0,0
Chariton,Iowa,4321,4573,4616,5116,5009,5042,5320,5754,5365,5175,3794,3989
Charles City,Iowa,7652,7812,7878,8778,9268,9964,10309,8681,8039,7350,5892,4227
Charlotte,Iowa,394,421,359,442,444,417,427,393,407,464,356,0
Charter Oak,Iowa,502,530,497,615,715,665,710,776,688,750,734,772
Chatsworth,Iowa,79,89,103,110,90,84,102,144,159,150,131,0
Chelsea,Iowa,267,287,336,376,381,453,482,540,575,557,507,419
Cherokee,Iowa,5253,5369,6026,7004,7272,7724,7705,7469,6443,5824,4884,3865
Chester,Iowa,127,151,158,175,185,211,226,234,238,237,266,0
Chillicothe,Iowa,97,90,119,131,126,148,196,173,156,146,181,216
Churdan,Iowa,386,418,423,540,598,586,593,677,616,763,667,626
Cincinnati,Iowa,357,428,363,598,570,583,703,859,911,1301,1355,1212
Clare,Iowa,146,190,161,229,249,245,179,232,254,259,299,374
Clarence,Iowa,974,1008,936,1001,915,859,791,685,659,693,662,675
Clarinda,Iowa,5572,5690,5104,5458,5420,5901,5086,4905,4962,4511,3832,3276
Clarion,Iowa,2850,2968,2703,3060,2972,3232,3150,2971,2578,2826,2065,1475
Clarksville,Iowa,1439,1441,1382,1424,1360,1328,1210,1240,1143,1003,895,849
Clayton,Iowa,43,55,41,68,113,130,136,161,162,170,145,0
Clear Lake,Iowa,7777,8161,8183,7458,6430,6158,4977,3764,3066,2804,2014,1706
Clearfield,Iowa,363,371,417,433,430,504,547,615,595,646,619,698
Cleghorn,Iowa,240,250,275,275,274,228,246,236,238,232,186,0
Clemons,Iowa,148,148,173,175,178,198,202,207,241,216,213,0
Clermont,Iowa,632,716,523,602,582,570,625,626,631,681,510,513
Clinton,Iowa,26885,27772,29201,32828,34719,33589,30379,26270,25726,24161,25577,22698
Clio,Iowa,80,91,103,106,113,120,162,200,229,299,178,218
Clive,Iowa,15447,12855,7462,6064,3005,752,0,0,0,0,0,0
Clutier,Iowa,213,229,219,249,275,292,302,354,350,299,186,0
Coburg,Iowa,42,31,58,52,36,54,83,162,200,170,177,164
Coggon,Iowa,658,745,645,639,656,672,604,512,503,553,471,498
Coin,Iowa,193,252,278,316,294,346,407,457,586,603,591,574
Colesburg,Iowa,404,412,439,463,379,365,326,306,340,337,271,274
Colfax,Iowa,2093,2223,2462,2234,2293,2331,2279,2222,2213,2504,2524,2053
College Springs,Iowa,214,246,230,307,295,290,368,430,484,495,626,693
Collins,Iowa,495,499,455,451,404,435,432,516,489,570,521,540
Colo,Iowa,876,868,771,808,606,574,538,539,532,507,463,391
Columbus City,Iowa,391,376,328,367,312,327,350,326,263,346,375,388
Columbus Junction,Iowa,1899,1900,1616,1429,1205,1016,1123,975,867,988,1185,1099
Colwell,Iowa,73,76,94,91,100,119,122,93,87,0,0,0
Conesville,Iowa,432,424,334,301,295,248,252,302,254,307,347,0
Conrad,Iowa,1108,1055,964,1133,932,799,649,591,536,560,549,483
Conway,Iowa,41,63,57,93,91,82,168,246,266,253,283,348
Coon Rapids,Iowa,1305,1305,1266,1448,1381,1560,1676,1533,1303,1328,1084,1017
Coppock,Iowa,47,57,50,47,58,61,81,93,93,104,105,0
Coralville,Iowa,18907,15123,10347,7687,6130,2357,977,433,254,150,151,125
Corning,Iowa,1635,1783,1806,1939,2095,2041,2104,2162,2026,1840,1702,2145
Correctionville,Iowa,821,851,897,935,870,912,992,1151,1058,1016,893,935
Corwith,Iowa,309,350,354,480,438,488,480,481,481,635,455,651
Corydon,Iowa,1585,1591,1675,1818,1745,1687,1870,1872,1768,1867,1669,1477
Cotter,Iowa,48,48,53,60,55,52,49,72,118,100,0,0
Coulter,Iowa,281,262,252,264,262,315,271,236,266,277,198,0
Council Bluffs,Iowa,62230,58268,54315,56449,60348,55641,45429,41439,42048,36162,29292,25802
Craig,Iowa,89,102,116,105,98,117,142,165,155,156,0,0
Crawfordsville,Iowa,264,295,265,290,288,317,286,316,291,387,322,268
Crescent,Iowa,617,537,113,547,284,296,0,0,0,0,0,0
Cresco,Iowa,3868,3905,3669,3860,3927,3809,3638,3530,3069,3195,2658,2806
Creston,Iowa,7834,7597,7911,8429,8234,7667,8317,8033,8615,8034,6924,7752
Cromwell,Iowa,107,120,120,157,168,138,147,165,173,143,208,208
Crystal Lake,Iowa,250,285,266,314,276,267,286,301,271,191,143,246
Cumberland,Iowa,262,281,295,351,385,425,493,578,595,561,552,591
Cumming,Iowa,351,162,132,151,189,148,131,139,149,0,0,0
Curlew,Iowa,58,62,56,85,95,134,151,183,178,204,161,0
Cushing,Iowa,220,246,220,270,204,261,248,258,270,286,254,237
Cylinder,Iowa,88,110,112,119,133,161,143,175,157,174,129,118
Dakota City,Iowa,843,911,1024,1072,746,706,637,537,448,439,391,362
Dallas Center,Iowa,1623,1595,1454,1360,1128,1083,944,865,852,864,769,625
Dana,Iowa,71,84,71,110,118,123,184,153,195,163,183,0
Danbury,Iowa,348,384,430,492,527,510,601,728,656,677,558,480
Danville,Iowa,934,914,926,994,948,579,450,309,327,289,263,0
Davenport,Iowa,99685,98359,95333,103264,98469,88981,74549,66039,60751,56727,43028,35254
Davis City,Iowa,204,275,257,327,301,346,432,556,548,476,489,617
Dawson,Iowa,131,155,174,229,232,257,286,289,262,300,275,0
Dayton,Iowa,837,884,818,941,909,820,793,732,713,836,717,753
De Soto,Iowa,1050,1009,1033,1035,369,273,280,274,319,261,356,345
De Witt,Iowa,5322,5049,4514,4512,3647,3224,2644,2205,2041,1849,1654,1383
Decatur City,Iowa,197,199,177,199,198,203,196,275,282,300,311,367
Decorah,Iowa,8127,8172,8063,7991,7237,6435,6060,5303,4581,4089,3592,3246
Dedham,Iowa,266,280,264,321,325,322,360,392,327,360,355,374
Deep River,Iowa,279,288,345,323,323,329,379,443,392,487,467,403
Defiance,Iowa,284,346,312,383,392,386,368,428,411,389,411,387
Delaware,Iowa,159,188,176,170,153,167,192,198,165,194,0,0
Delhi,Iowa,460,458,485,511,527,464,383,421,399,390,375,0
Delmar,Iowa,525,514,517,633,599,556,415,434,480,527,548,592
Deloit,Iowa,264,288,296,345,279,222,235,281,280,260,208,0
Delphos,Iowa,25,25,23,45,35,48,74,90,79,0,0,0
Delta,Iowa,328,410,409,482,475,514,562,602,588,688,728,691
Denison,Iowa,8298,7339,6604,6675,6218,4930,4554,4361,3905,3581,3133,2771
Denver,Iowa,1780,1627,1600,1647,1169,831,635,556,500,462,224,102
Derby,Iowa,115,131,135,171,161,151,194,269,280,334,326,0
Des Moines,Iowa,203433,198682,193187,191003,201404,208982,177965,159819,142559,126468,86368,62139
Dexter,Iowa,611,689,628,678,652,670,643,760,748,790,767,795
Diagonal,Iowa,330,312,298,362,327,443,472,603,577,569,509,383
Dickens,Iowa,185,202,214,289,240,241,311,378,333,337,255,0
Dike,Iowa,1209,944,875,987,794,630,517,408,417,453,286,0
Dixon,Iowa,247,276,202,312,276,280,208,226,193,197,198,0
Dolliver,Iowa,66,77,103,125,95,122,130,179,158,171,107,0
Donahue,Iowa,346,293,316,289,216,133,105,89,98,101,64,0
Donnellson,Iowa,912,963,940,972,798,709,589,515,581,456,337,270
Doon,Iowa,577,533,476,537,437,436,517,576,576,576,581,545
Dougherty,Iowa,58,80,107,128,133,398,212,215,215,200,171,0
Dow City,Iowa,510,503,439,616,571,531,524,642,588,572,462,462
Dows,Iowa,538,675,660,771,777,882,948,945,926,1145,892,818
Drakesville,Iowa,184,185,172,212,163,197,222,252,190,261,249,238
Dubuque,Iowa,57637,57686,57546,62374,62309,56606,49671,43892,41679,39141,38494,36297
Dumont,Iowa,637,676,705,815,724,719,718,762,1268,1375,550,433
Duncombe,Iowa,410,474,488,504,418,355,378,341,354,442,418,350
Dundee,Iowa,174,179,174,164,166,185,176,193,190,195,0,0
Dunkerton,Iowa,852,749,746,718,563,507,409,360,327,295,276,217
Dunlap,Iowa,1042,1139,1251,1374,1292,1254,1409,1550,1522,1455,1155,1355
Durango,Iowa,22,24,34,41,55,37,71,42,0,0,0,0
Durant,Iowa,1832,1677,1549,1583,1472,1266,1075,810,733,775,720,560
Dyersville,Iowa,4058,4035,3703,3825,3437,2818,2416,2138,2046,1933,1511,1328
Dysart,Iowa,1379,1303,1230,1355,1251,1197,1089,986,971,955,906,902
Eagle Grove,Iowa,3583,3712,3671,4324,4489,4381,4176,4024,4071,4433,3387,3557
Earlham,Iowa,1450,1298,1157,1140,974,788,771,865,897,803,749,630
Earling,Iowa,437,471,466,520,573,431,341,320,358,321,323,340
Earlville,Iowa,812,900,822,844,751,668,661,687,615,619,552,618
Early,Iowa,557,605,649,670,727,824,742,644,632,568,500,579
East Peru,Iowa,125,153,132,124,184,173,204,267,304,253,371,252
Eddyville,Iowa,1024,1064,1010,1116,945,1014,941,984,888,961,1085,1230
Edgewood,Iowa,864,923,776,900,786,767,696,716,638,617,555,565
Elberon,Iowa,196,245,203,194,203,211,225,256,254,349,336,344
Eldon,Iowa,927,998,1070,1255,1319,1386,1457,1676,1788,2091,2024,1850
Eldora,Iowa,2732,3035,3038,3063,3223,3225,3107,3553,3200,3189,1995,2233
Eldridge,Iowa,5651,4159,3378,3279,1535,583,376,283,245,234,217,207
Elgin,Iowa,683,676,637,702,613,644,642,638,610,623,564,635
Elk Horn,Iowa,662,649,672,746,667,679,566,486,513,589,0,0
Elk Run Heights,Iowa,1117,1052,1088,1186,1175,1124,0,0,0,0,0,0
Elkader,Iowa,1273,1465,1510,1688,1592,1526,1584,1556,1882,1223,1181,1321
Elkhart,Iowa,683,362,388,256,269,260,222,215,218,196,132,0
Elkport,Iowa,37,88,82,98,87,100,99,130,116,202,210,326
Elliott,Iowa,350,402,399,493,423,459,482,548,556,586,528,516
Ellston,Iowa,43,57,44,60,76,115,158,195,212,212,205,242
Ellsworth,Iowa,531,531,451,480,443,493,439,444,405,512,406,319
Elma,Iowa,546,598,653,714,601,706,731,790,771,874,807,976
Ely,Iowa,1776,1149,517,425,275,226,155,170,172,174,161,0
Emerson,Iowa,438,480,476,502,484,521,556,498,512,475,478,502
Emmetsburg,Iowa,3904,3958,3940,4621,4150,3887,3760,3374,2865,2762,2325,2361
Epworth,Iowa,1860,1428,1297,1380,1132,698,536,454,464,468,520,549
Essex,Iowa,798,884,916,1001,770,767,763,762,806,727,776,710
Estherville,Iowa,6360,6656,6720,7518,8108,7927,6719,5651,4940,4699,3404,3237
Evansdale,Iowa,4751,4526,4638,4798,5038,5738,3571,0,0,0,0,0
Everly,Iowa,603,647,706,796,699,668,547,523,482,480,392,0
Exira,Iowa,840,810,955,978,966,1111,1129,1046,987,840,787,851
Exline,Iowa,160,191,187,217,224,223,342,481,437,755,660,0
Fairbank,Iowa,1113,1041,1018,980,810,650,653,631,629,657,618,644
Fairfax,Iowa,2123,889,780,683,635,528,335,262,0,0,0,0
Fairfield,Iowa,9464,9509,9768,9428,8715,8054,7299,6773,6619,5948,4970,4689
Farley,Iowa,1537,1334,1354,1287,1096,920,745,739,657,651,676,513
Farmersburg,Iowa,302,300,291,276,232,250,263,296,275,290,259,143
Farmington,Iowa,664,756,655,869,800,902,899,968,1012,1086,1165,1332
Farnhamville,Iowa,371,430,414,461,393,409,399,425,365,380,332,348
Farragut,Iowa,485,509,498,603,521,495,495,496,523,494,431,514
Fayette,Iowa,1338,1300,1317,1515,1947,1597,1469,1162,1083,1085,1112,1315
Fenton,Iowa,279,317,346,394,403,440,446,385,381,391,211,0
Ferguson,Iowa,126,126,166,173,203,186,178,183,175,207,127,0
Fertile,Iowa,370,360,382,372,394,386,397,276,238,223,207,0
Floris,Iowa,138,153,172,187,145,187,215,247,209,252,0,0
Floyd,Iowa,335,361,359,408,380,401,440,352,350,308,332,353
Fonda,Iowa,631,648,731,863,980,1026,1120,1188,1027,1136,978,1180
Fontanelle,Iowa,672,692,712,805,752,729,812,797,833,869,789,853
Forest City,Iowa,4151,4362,4430,4270,3841,2930,2766,2545,2016,2145,1691,1758
Fort Atkinson,Iowa,349,389,367,374,339,353,273,261,305,315,289,264
Fort Dodge,Iowa,25206,25136,25894,29423,31263,28399,25115,22904,21895,19347,15543,12162
Fort Madison,Iowa,11051,10715,11618,13520,13996,15247,14954,14063,13779,12066,8900,9278
Fostoria,Iowa,231,230,205,261,219,167,147,136,142,119,0,0
Franklin,Iowa,143,136,152,142,111,174,146,80,92,119,138,210
Fraser,Iowa,102,137,120,139,143,134,219,263,309,391,537,0
Fredericksburg,Iowa,931,984,1011,1075,912,797,701,649,567,624,558,565
Frederika,Iowa,183,199,188,223,190,249,210,236,204,210,149,170
Fredonia,Iowa,244,251,201,224,168,147,133,147,165,0,0,0
Fremont,Iowa,743,704,701,730,480,461,471,490,450,544,501,542
Fruitland,Iowa,977,703,511,461,0,0,0,0,0,0,0,0
Galt,Iowa,32,30,43,60,50,75,117,156,167,134,0,0
Galva,Iowa,434,368,398,420,412,469,492,496,530,539,357,456
Garber,Iowa,88,103,118,140,148,148,153,158,120,189,131,0
Garden Grove,Iowa,211,250,229,297,285,335,417,558,558,666,611,651
Garnavillo,Iowa,745,754,727,723,634,662,581,461,365,314,342,0
Garner,Iowa,3129,2922,2916,2908,2257,1990,1696,1549,1241,1311,1028,1288
Garrison,Iowa,371,413,320,411,383,421,457,459,432,437,438,482
Garwin,Iowa,527,565,533,626,563,546,518,517,450,587,425,470
Geneva,Iowa,165,171,169,218,201,219,242,268,249,244,199,0
George,Iowa,1080,1051,1066,1241,1194,1200,1210,1107,907,788,606,394
Gibson,Iowa,61,92,63,75,80,77,0,0,0,0,0,0
Gilbert,Iowa,1082,987,796,805,521,318,297,226,221,221,235,0
Gilbertville,Iowa,712,767,748,740,655,533,399,259,241,212,0,0
Gillett Grove,Iowa,49,55,67,93,0,0,0,0,0,0,0,0
Gilman,Iowa,509,600,586,642,513,491,508,483,428,490,480,465
Gilmore City,Iowa,504,556,560,626,766,688,746,908,896,919,689,687
Gladbrook,Iowa,945,1015,881,970,961,949,862,945,891,961,869,842
Glenwood,Iowa,5269,5358,4571,5280,4421,4783,4664,4501,4269,3862,4052,3040
Glidden,Iowa,1146,1253,1099,1076,964,993,996,941,854,867,850,733
Goldfield,Iowa,635,680,710,789,722,682,665,715,700,749,618,628
Goodell,Iowa,139,174,201,220,218,231,242,236,210,245,240,254
Goose Lake,Iowa,240,232,221,274,218,191,148,145,128,97,110,0
Gowrie,Iowa,1037,1038,1028,1089,1225,1127,1052,1028,1059,895,829,681
Graettinger,Iowa,844,900,813,923,907,879,1016,928,777,779,556,388
Graf,Iowa,79,73,78,98,70,273,278,256,0,0,0,0
Grafton,Iowa,252,290,282,255,254,47,44,37,249,233,183,156
Grand Junction,Iowa,824,964,808,970,967,949,1036,1125,1025,1010,1012,1113
Grand Mound,Iowa,642,676,619,674,627,585,526,526,438,463,428,355
Grand River,Iowa,236,225,171,188,211,284,350,374,395,425,333,326
Grandview,Iowa,556,600,514,473,357,300,311,315,321,341,374,0
Granger,Iowa,1244,583,624,619,661,468,300,324,319,324,225,0
Grant,Iowa,92,102,123,143,152,180,237,231,200,170,177,249
Granville,Iowa,312,325,298,336,383,381,350,361,390,358,400,351
Gravity,Iowa,188,218,218,245,286,275,369,514,465,464,475,549
Gray,Iowa,63,82,83,108,145,162,183,182,194,196,148,180
Greeley,Iowa,256,276,263,313,323,369,360,403,343,410,383,488
Greene,Iowa,1130,1099,1142,1332,1363,1427,1347,1303,1268,1375,1150,1192
Greenfield,Iowa,1982,2129,2074,2243,2212,2243,2102,1869,1837,1707,1379,1300
Greenville,Iowa,75,93,84,122,117,173,173,169,168,167,0,0
Grimes,Iowa,8246,5098,2653,1973,834,697,582,489,468,524,733,186
Grinnell,Iowa,9218,9105,8902,8868,8402,7367,6828,5210,4949,5362,5036,3860
Griswold,Iowa,1036,1039,1049,1176,1181,1207,1149,1132,1139,1264,949,900
Grundy Center,Iowa,2706,2596,2491,2880,2712,2403,2135,2012,1793,1749,1354,1322
Gruver,Iowa,94,106,102,145,135,140,135,138,126,118,0,0
Guernsey,Iowa,63,70,70,83,94,108,113,121,177,167,143,0
Guthrie Center,Iowa,1569,1668,1614,1713,1834,2071,2042,2066,1813,1727,1387,1193
Guttenberg,Iowa,1919,1987,2257,2428,2177,2087,1912,1860,1918,1666,1873,1620
Halbur,Iowa,246,202,215,229,235,214,235,209,192,186,147,0
Hamburg,Iowa,1187,1240,1248,1597,1649,1647,2086,2187,2103,2017,1817,2079
Hamilton,Iowa,130,144,115,163,186,197,245,291,296,474,391,538
Hampton,Iowa,4461,4218,4133,4630,4376,4501,4432,4006,3473,2992,2617,2727
Hancock,Iowa,196,207,201,254,228,252,264,256,312,276,250,276
Hanlontown,Iowa,226,229,193,213,182,193,257,260,190,202,129,0
Hansell,Iowa,98,96,83,138,124,168,190,183,172,163,0,0
Harcourt,Iowa,303,340,306,347,305,268,303,282,264,307,247,192
Hardy,Iowa,47,57,47,72,73,110,119,168,147,128,0,0
Harlan,Iowa,5106,5282,5148,5357,5049,4350,3915,3727,3145,2831,2570,2422
Harper,Iowa,114,134,147,138,173,177,182,208,212,247,232,269
Harpers Ferry,Iowa,328,330,284,258,227,211,252,361,289,328,297,0
Harris,Iowa,170,200,170,228,195,258,319,309,328,359,239,217
Hartford,Iowa,771,759,768,761,582,271,221,207,207,218,0,0
Hartley,Iowa,1672,1733,1632,1700,1694,1738,1611,1503,1272,1306,1106,1006
Hartwick,Iowa,86,83,115,92,101,126,107,122,122,107,0,0
Harvey,Iowa,235,277,235,275,217,270,346,416,348,422,346,0
Hastings,Iowa,152,214,187,215,229,260,308,403,389,424,393,404
Havelock,Iowa,138,177,217,279,248,289,307,326,339,331,241,397
Haverhill,Iowa,173,170,144,173,160,0,0,0,0,0,0,0
Hawarden,Iowa,2546,2478,2439,2722,2789,2544,2625,2681,2459,2491,2107,1810
Hawkeye,Iowa,449,489,460,512,529,516,511,544,530,582,510,518
Hayesville,Iowa,50,64,62,93,93,122,137,120,133,124,0,0
Hazleton,Iowa,823,950,733,877,626,665,550,536,499,517,444,500
Hedrick,Iowa,764,837,810,847,790,762,733,731,810,901,978,1035
Henderson,Iowa,185,171,206,236,211,191,208,217,257,232,240,244
Hepburn,Iowa,23,39,41,42,38,49,64,81,140,108,110,118
Hiawatha,Iowa,7024,6480,4986,4825,2416,1336,0,0,0,0,0,0
Hills,Iowa,703,679,662,547,507,310,248,232,211,231,195,0
Hillsboro,Iowa,180,205,151,208,252,218,253,280,281,318,0,0
Hinton,Iowa,928,808,697,659,488,403,345,340,289,263,329,0
Holland,Iowa,282,250,215,278,258,264,221,202,175,165,168,175
Holstein,Iowa,1396,1470,1449,1477,1445,1413,1336,1296,1300,1248,936,870
Holy Cross,Iowa,374,339,304,310,290,157,139,123,111,98,143,115
Hopkinton,Iowa,628,681,695,774,800,768,731,841,758,759,797,767
Hornick,Iowa,225,253,222,239,250,275,310,291,309,296,245,284
Hospers,Iowa,698,672,643,655,646,600,604,592,548,570,581,415
Houghton,Iowa,146,130,127,124,119,0,0,0,0,0,0,0
Hubbard,Iowa,845,885,814,852,846,806,836,779,795,681,568,676
Hudson,Iowa,2282,2117,2037,2267,1535,1085,613,492,470,408,372,359
Hull,Iowa,2175,1960,1724,1714,1523,1289,1127,1072,905,791,658,626
Humboldt,Iowa,4690,4452,4438,4794,4665,4031,3219,2819,2251,2232,1809,1474
Humeston,Iowa,494,543,553,671,673,638,750,903,924,1214,1006,945
Huxley,Iowa,3317,2316,2047,1884,937,486,422,392,362,366,336,0
Ida Grove,Iowa,2142,2350,2357,2285,2261,2265,2202,2238,2206,2020,1874,1967
Imogene,Iowa,72,66,88,188,192,264,274,280,303,268,341,296
Independence,Iowa,5966,6014,5972,6392,5910,5498,4865,4342,3691,3672,3517,3656
Indianola,Iowa,14782,12998,11340,10843,8852,7062,5145,4123,3488,3628,3283,3261
Inwood,Iowa,814,875,824,755,644,638,644,634,670,746,595,477
Ionia,Iowa,291,277,304,350,270,265,301,283,246,280,293,306
Iowa City,Iowa,67862,62220,59738,50508,46850,33443,27212,17182,15340,11267,10091,7987
Iowa Falls,Iowa,5238,5193,5424,6174,6454,5565,4900,4425,4112,3954,2797,2840
Ireton,Iowa,609,585,597,588,582,510,573,653,612,730,631,545
Irwin,Iowa,341,372,394,427,446,425,381,345,357,311,278,295
Jackson Junction,Iowa,58,60,87,94,106,89,107,122,126,130,160,171
Jamaica,Iowa,224,237,232,275,271,256,303,283,311,295,379,0
